test,expected,result
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_012_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELEASE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQUIRE.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wrw_2w_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELEASE.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_REL_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_0_1_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_REL_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_0_12_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_REL_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_01_2_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_012_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_REL_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_BLOCK_NO_FENCE_RELAXED.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_BOTH_FENCE.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_BLOCK_THREAD_2_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_BOTH_FENCE.als,?,UNSAT
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_ACQ.als,?,UNSAT
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_1_FENCE_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_FENCE_SCOPE_DEVICE_THREAD_2_FENCE_REL.als,?,UNSAT
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_ACQ.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_ACQ_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_REL_ACQ.als,?,UNSAT
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_REL_REL.als,?,INSTANCE
wwc_TB_1_02_SCOPE_DEVICE_NO_FENCE_RELAXED.als,?,INSTANCE
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_ALL_FENCE.als,?,INSTANCE
z6_3_TB_0_1_2_SCOPE_BLOCK_FENCE_SCOPE_BLOCK_FENCE_0.als,?,INSTANCE
